estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,MARIA LUISA DE OLIVEIRA LIMA,,,,,sim,MARIA LUISA DE OLIVEIRA LIMA:PER,sim,do cargo em comissão de Assessor,,"EXONERAR MARIA LUISA DE OLIVEIRA LIMA do cargo em comissão de Assessor, símbolo DAS-7, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,LAYANE CABRAL DA SILVA,,,,,sim,Layane Cabral Da Silva:PER,sim,para exercer o cargo em comissão de Assistente II,,"NOMEAR LAYANE CABRAL DA SILVA para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,JOSÉ LUIS PEREIRA,,,,,sim,JOSÉ LUIS PEREIRA:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR JOSÉ LUIS PEREIRA do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,GABRIEL DINIZ CARVALHO,,,,,sim,Gabriel Diniz Carvalho:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR com validade a contar de 06 de novembro de 2020, GABRIEL DINIZ CARVALHO do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,LUCIANO GARCIA FRANÇA,,,,,sim,LUCIANO GARCIA:MISC|Luciano Garcia França:PER,sim,para exercer o cargo em comissão de Assistente II,,"NOMEAR LUCIANO GARCIA FRANÇA para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,LEONARDO TAVARES GOMES,,,,,sim,LEONARDO TAVARES GOMES:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR LEONARDO TAVARES GOMES do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,RAPHAEL ARAÚJO GOMES,,,,,sim,RAPHAEL ARAÚJO GOMES:MISC|Raphael Araújo Gomes:PER,sim,do cargo em comissão de Assistente III,,"EXONERAR RAPHAEL ARAÚJO GOMES do cargo em comissão de Assistente III, símbolo DAI-4, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,LOHANA FERREIRA LIMA,,,,,sim,LOHANA FERREIRA:MISC|Lohana Ferreira Lima:PER,sim,para exercer o cargo em comissão de Assistente III,,"NOMEAR LOHANA FERREIRA LIMA para exercer o cargo em comissão de Assistente III, símbolo DAI-4, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,JENNIPHER MESQUEITA MEDEIROS,,,,,sim,JENNIPHER MESQUEITA:PER,sim,para exercer o cargo em comissão de Assistente II,,"NOMEAR JENNIPHER MESQUEITA MEDEIROS para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,HALPH DOS SANTOS PIRES,5751594,,,,sim,HALPH DOS SANTOS:MISC|Halph Dos Santos Pires:PER,sim,,,"NOMEAR HALPH DOS SANTOS PIRES, ID FUNCIONAL Nº 5751594 , para exercer, com validade a contar de 28 de outubro de 2020, o cargo em comissão de Coordenador, símbolo DAS-8, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,EDINILCE GUIMARÃES GALVÃO,5,,,,sim,GUIMARÃES GALVÃO:MISC|Edinilce Guimarães Galvão:PER,sim,do cargo em comissão de Assessor,,"EXONERAR a pedido e com validade a contar de 03 de novembro de 2020, EDINILCE GUIMARÃES GALVÃO, ID FUNCIONAL Nº 5 11 3 8 5 9 - 0 do cargo em comissão de Assessor, símbolo DAS-7, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,HALPH DOS SANTOS PIRES,575159-4,,,,sim,HALPH DOS SANTOS:MISC|Halph Dos Santos Pires:PER,sim,do cargo em comissão de Assessor,,"EXONERAR com validade a contar de 28 de outubro de 2020, HALPH DOS SANTOS PIRES, ID FUNCIONAL Nº 575159-4, do cargo em comissão de Assessor, símbolo DAS-7, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,SARA BATISTA AMARAL DUARTE,5107418-4,,,,sim,SARA:PER,sim,,,"NOMEAR SARA BATISTA AMARAL DUARTE, ID FUNCIONAL N° 5107418-4 para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assessor, símbolo DAS-8, da Controladoria Geral do Estado do Rio de Janeiro - CGE, anteriormente ocupado por Gabriel Celso Machareth dos Santos, ID Funcional n° 5112317-7. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,GABRIEL CELSO MACHARETH DOS SANTOS,5,,,,sim,GABRIEL:MISC|DOS SANTOS:MISC|Gabriel Celso Machareth Dos Santos:PER,sim,do cargo em comissão de Assessor,,"EXONERAR com validade a contar de 16 de outubro de 2020, GABRIEL CELSO MACHARETH DOS SANTOS, ID FUNCIONAL N° 5 11 2 3 1 7 7 , do cargo em comissão de Assessor, símbolo DAS-8, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,FABIO RIBEIRO DA SILVA,4402390-1,,,,sim,FABIO RIBEIRO DA SILVA:PER,sim,,,"NOMEAR FABIO RIBEIRO DA SILVA, ID FUNCIONAL N° 4402390-1, para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assessor, símbolo DAS-7, da Coordenadoria de Patrimônio, da Diretoria Geral de Administração e Finanças, da Controladoria Geral do Estado do Rio de Janeiro - CGE, anteriormente ocupado por Gabriela Gonçalves Roque, ID Funcional nº 4335013-5. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,GABRIELA GONÇALVES ROQUE,4335013-5,,,,sim,GABRIELA GONÇALVES ROQUE:MISC|Gabriela Gonçalves Roque:PER,sim,do cargo em comissão de Assessor,,"EXONERAR com validade a contar de 16 de outubro de 2020, GABRIELA GONÇALVES ROQUE, ID FUNCIONAL Nº 4335013-5, do cargo em comissão de Assessor, símbolo DAS-7, da Coordenadoria de Patrimônio, da Diretoria Geral de Administração e Finanças, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,GUSTAVO FOTI DE ANDRADE,,,,,sim,GUSTAVO:MISC|Gustavo Foti De Andrade:PER,sim,,,"NOMEAR GUSTAVO FOTI DE ANDRADE para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assessor, símbolo DAS-7, da Controladoria Geral do Estado do Rio de Janeiro - CGE, em vaga resultante da transformação estabelecida pelo",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,RODRIGO SAMPAIO CORREIA DA ROCHA,4319201-7,,,,sim,RODRIGO SAMPAIO CORREIA:MISC|ROCHA:MISC|Rodrigo Sampaio Correia Da Rocha:PER,sim,,da Superintendência de Integridade,"NOMEAR RODRIGO SAMPAIO CORREIA DA ROCHA, ID FUNCIONAL Nº 4319201-7 , para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assessor, símbolo DAS-7, da Coordenadoria de Avaliação de Risco, da Superintendência de Integridade, da Corregedoria Geral do Estado, da Controladoria Geral do Estado do Rio de Janeiro - CGE, anteriormente ocupado por Leandro Rebello Deiró, ID Funcional nº 5108854-1. Processo nº SEI320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,LEANDRO REBELLO DEIRÓ,5108854-1,,,,sim,LEANDRO:MISC|Leandro Rebello Deiró:PER,sim,do cargo em comissão de Assessor,da Superintendência de Integridade,"EXONERAR com validade a contar de 16 de outubro de 2020, LEANDRO REBELLO DEIRÓ, ID FUNCIONAL Nº 5108854-1 , do cargo em comissão de Assessor, símbolo DAS-7, da Coordenadoria de Avaliação de Risco, da Superintendência de Integridade, da Corregedoria Geral do Estado, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,ROBERTO CARLOS DE OLIVEIRA BONAUD,5106423-5,,,,sim,ROBERTO CARLOS DE OLIVEIRA BONAUD:PER,sim,do cargo em comissão de Assistente,,"EXONERAR com validade a contar de 16 de outubro de 2020, ROBERTO CARLOS DE OLIVEIRA BONAUD, ID FUNCIONAL N° 5106423-5 , do cargo em comissão de Assistente, símbolo DAS-6, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,GABRIEL CELSO MACHARETH DOS SANTOS,5112317-7,,,,sim,GABRIEL:MISC|DOS SANTOS:MISC|Gabriel Celso Machareth Dos Santos:PER,sim,,,"NOMEAR GABRIEL CELSO MACHARETH DOS SANTOS, ID FUNCIONAL N° 5112317-7 para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assistente I, símbolo DAI6, da Controladoria Geral do Estado do Rio de Janeiro CGE, em vaga resultante da transformação estabelecida pelo",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,RUBENS JOSÉ MUNIZ,1959188-8,,,,sim,RUBENS JOSÉ MUNIZ:PER,sim,,,"NOMEAR RUBENS JOSÉ MUNIZ, ID FUNCIONAL Nº 1959188-8 para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Assistente I, símbolo DAI-6, da Controladoria Geral do Estado do Rio de Janeiro CGE, em vaga resultante da transformação estabelecida pelo",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,VIRGINIA MARIA AFFONSO TAVARES,5,,,,sim,MARIA AFFONSO TAVARES:MISC|Virginia Maria Affonso Tavares:PER,sim,do cargo em comissão de Secretário,,"EXONERAR a pedido e com validade a contar de 16 de outubro de 2020, VIRGINIA MARIA AFFONSO TAVARES, ID FUNCIONAL Nº 5 11 3 4 4 4 - 6 , do cargo em comissão de Secretário, símbolo DAI-5, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,PATRICIA LOPES DOS SANTOS DE OLIVEIRA,5113444-6,,,,sim,PATRICIA LOPES DOS SANTOS:MISC|DE OLIVEIRA:MISC|Lopes Dos Santos De Oliveira:PER,sim,,,"NOMEAR PATRICIA LOPES DOS SANTOS DE OLIVEIRA para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Secretário, símbolo DAI-5, da Controladoria Geral do Estado do Rio de Janeiro -CGE, anteriormente ocupado por Virginia Maria Affonso Tavares, ID Funcional nº 5113444-6. Processo nº SEI320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,MARILIA RIBEIRO TOLEDO,02025305-2,,,,sim,MARILIA RIBEIRO:PER,sim,do cargo em comissão de Secretário,,"EXONERAR com validade a contar de 20 de outubro de 202 0, MARILIA RIBEIRO TOLEDO, ID FUNCIONAL Nº 02025305-2, do cargo em comissão de Secretário, símbolo DAI-5, da Controladoria Geral do Estado do Rio de Janeiro -CGE. Processo nº SEI320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,HELOISA HELENA FERREIRA MOTTA,4365217-4,,,,sim,HELOISA HELENA:MISC|Heloisa Helena Ferreira Motta:PER,sim,,,"NOMEAR HELOISA HELENA FERREIRA MOTTA, ID FUNCIONAL Nº 4365217-4 , para exercer, com validade a contar de 16 de outubro de 2020, o cargo em comissão de Secretário, símbolo DAI-5, da Con- troladoria Geral do Estado do Rio de Janeiro - CGE, anteriormente ocupado por Marilia Ribeiro Toledo, ID Funcional nº 02025305-2. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),exoneracao,SARA BATISTA AMARAL DUARTE,5107418-4,,,,sim,SARA:PER,sim,do cargo em comissão de Secretário,da Gabinete,"EXONERAR com validade a contar de 16 de outubro de 2020, SARA BATISTA AMARAL DUARTE, ID FUNCIONAL N° 5107418-4 do cargo em comissão de Secretário, símbolo DAI-5, da Gabinete, da Controladoria Geral do Estado do Rio de Janeiro - CGE. Processo nº SEI320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-11-10,Parte I (Poder Executivo),nomeacao,JOÃO CARLOS BISPO PEREIRA,5013196-6,,,,sim,JOÃO CARLOS BISPO PEREIRA:PER,sim,,,"NOMEAR JOÃO CARLOS BISPO PEREIRA, ID FUNCIONAL Nº 5013196-6 para exercer, com validade a contar de 20 de outubro de 2020, o cargo em comissão de Secretário, símbolo DAI-5, da Coordenadoria de Finanças, da Diretoria Geral de Administração e Finanças, da Controladoria Geral do Estado do Rio de Janeiro - CGE, anteriormente ocupado por Rubens Figueiredo dos Santos, ID Funcional nº 5085351-1. Processo nº SEI-320001/002892/2020",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSWmVsSkVXWGRPYWxGMFVWUmFSRkpETURCT1ZGWkhURlJvUjAxcldYUk9SR3Q2VWxSVk0wNVVRa1ZSVkdSSFRWUmpNMDlFUVRKTmFsbDZUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-11-10.md
