nome_normalizado,ordem_pessoa,estado,diario,data_publicacao,ano,tipo_ato,nome,nome_original_csv,spacy_pessoa,spacy_entidades,cargo,orgao,caderno,fonte_url,arquivo_markdown,arquivo_csv,linha_csv,ato_anterior,data_anterior,cargo_anterior,orgao_anterior,dias_desde_anterior,retorno_apos_exoneracao,data_exoneracao_anterior,cargo_exoneracao_anterior,orgao_exoneracao_anterior,dias_desde_exoneracao,mudou_cargo_desde_exoneracao,mudou_orgao_desde_exoneracao,marco_governo,data_marco_governo,dias_desde_marco_governo
WARD DE SOUZA GUSMAO JUNIOR,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-02-01,2024,nomeacao,WARD DE SOUZA GUSMÃO JUNIOR,WARD DE SOUZA GUSMÃO JUNIOR,sim,WARD:ORG|DE SOUZA:MISC|Ward De Souza Gusmão Junior:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Uk1GSnFUWHBTYW10MFQxUlplazVETURCTmEwVjZURlJzUjAxVVFYUlNWRXBFVVhwUk5FNHdSWGRSYWs1RFRWUmpNMDU2VlRCT2FtTjVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-02-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,8047,exoneracao,2024-02-01,do cargo de Subsecretário de Estado,,0,sim,2024-02-01,do cargo de Subsecretário de Estado,,0,nao,nao,,,
WARLEY FERREIRA DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-02-20,2026,nomeacao,WARLEY FERREIRA DA SILVA,WARLEY FERREIRA DA SILVA,sim,WARLEY FERREIRA DA SILVA:MISC|Warley Ferreira Da Silva:PER,para exercer o cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwbk5FOUVhM2RTYWsxMFRWUmplVkpUTURCT2FsRjVURlZLUkUxNlkzUk5WVTB6VGxSTk0wOVVRa2RQUkd0NlRWUmpNMDU2VlhoTlZFa3pUbmM5UFE9PQ==,LAKE\RJ\2026\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-02-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2861,,,,,,nao,,,,,,,,,
WARLEY FERREIRA DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-28,2026,exoneracao,WARLEY FERREIRA DA SILVA,WARLEY FERREIRA DA SILVA,sim,WARLEY FERREIRA DA SILVA:MISC|Warley Ferreira Da Silva:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSYVFrMXJTWGRQUlZsMFVXcGpNRTVwTURCU1ZFVjNURlJzUkU5VVVYUlJlbGt5VDBSS1ExSnFXWHBOYWxWNlRWUmpNMDU2VlhkT2FsbDNUMUU5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,114,nomeacao,2026-02-20,para exercer o cargo em comissão de Ajudante I,,67,nao,,,,,,,,,
WARLISSON FERNANDES SIQUEIRA DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-28,2025,nomeacao,WARLISSON FERNANDES SIQUEIRA DA SILVA,WARLISSON FERNANDES SIQUEIRA DA SILVA,sim,WARLISSON FERNANDES SIQUEIRA:MISC|Warlisson Fernandes Siqueira:PER,para exercer o cargo em comissão de Assistente,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxSU1JFMHdXWHBQVkdOMFRtdFJORTFwTURCT1JFa3pURlJuTTA0d1RYUk5hMVV4VFhwTmVrOVVXWGROTUUwMVRWUmpNMDU2VlhoT2FsVjVUV2M5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7144,,,,,,nao,,,,,,,,,
WARLISSON FERNANDES SIQUEIRA DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-01,2025,exoneracao,WARLISSON FERNANDES SIQUEIRA DA SILVA,WARLISSON FERNANDES SIQUEIRA DA SILVA,sim,WARLISSON FERNANDES SIQUEIRA:MISC|Warlisson Fernandes Siqueira:PER,do cargo em comissão de Assistente,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwbmVrOUZUa1ZOYTFWMFVsVlpORTFETURCU1JGVjZURlJzUjFKcVJYUlJlbGt3VVRCRmVFMHdVVFZOYWswMFRWUmpNMDU2VlhoT1JHc3pUa0U5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4306,nomeacao,2025-03-28,para exercer o cargo em comissão de Assistente,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,126,nao,,,,,,,,,
WASHINGTON DE SOUZA PINTO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-12-11,2025,nomeacao,WASHINGTON DE SOUZA PINTO,WASHINGTON DE SOUZA PINTO,sim,WASHINGTON DE SOUZA PINTO:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSck1GSkVZM2xQUlZGMFVWVldRazFUTURCUlZWWkVURlZGTkZGclRYUk9hbHBEVFZWU1JWSlVVa1ZSVlVVelRWUmpNMDU2VlhoTmFtczFUMEU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,302,,,,,,nao,,,,,,,,,
WASHINGTON FERNANDES LIMA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-28,2026,exoneracao,WASHINGTON FERNANDES LIMA,WASHINGTON FERNANDES LIMA,sim,WASHINGTON FERNANDES LIMA:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSYVFrMXJTWGRQUlZsMFVXcGpNRTVwTURCU1ZFVjNURlJzUkU5VVVYUlJlbGt5VDBSS1ExSnFXWHBOYWxWNlRWUmpNMDU2VlhkT2FsbDNUMUU5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,217,,,,,,nao,,,,,,,,,
WASHINGTON LUIS DAS DORES ROCHA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-10,2024,nomeacao,WASHINGTON LUÍS DAS DORES ROCHA,WASHINGTON LUÍS DAS DORES ROCHA,sim,WASHINGTON LUÍS DAS DORES:PER,para exercer o cargo em comissão de Adjunto II,do Instituto Estadual do Ambiente - INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSU1IwMUVUVEpSVkUxMFRXdE5ORTVUTURCUk1GSkZURlJuTUUxcVVYUlBWRkUwVGtWTk5GSkVhRU5PUkZsNFRWUmpNMDU2VlhsTmFsVXpUa0U5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5469,,,,,,nao,,,,,,,,,
WASHINGTON LUIS DAS DORES ROCHA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-21,2025,exoneracao,WASHINGTON LUÍS DAS DORES ROCHA,WASHINGTON LUÍS DAS DORES ROCHA,sim,WASHINGTON LUÍS DAS DORES:PER,do cargo em comissão de Adjunto II,do Instituto Estadual do Ambiente - INEA,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFd0YVFsRnFhRUpSYW1kMFRtcGpNMUpETURCUlZHdDZURlJzUkUxVVkzUlJhMVpHVFZSbk1VMVViRUpPVkVaSFRWUmpNMDU2VlhoT1JGa3hUMUU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3705,nomeacao,2024-05-10,para exercer o cargo em comissão de Adjunto II,do Instituto Estadual do Ambiente - INEA,468,nao,,,,,,,,,
WASHINGTON LUIS SANT'ANNA BATISTA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-01-09,2024,exoneracao,WASHINGTON LUIS SANT'ANNA BATISTA,WASHINGTON LUIS SANT'ANNA BATISTA,sim,WASHINGTON LUIS:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZWV1JrOVVXWGRSVlVsMFVtdEZNRkY1TURCUmVsVXpURlJyTUZGVlNYUk5lbXN5VW1wS1FsRnFVa0pOUlZKR1RWUmpNMDU2VlRCT2FtTTBUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-01-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,8680,,,,,,nao,,,,,,,,,
WASHINGTON LUIZ PEREIRA MATTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-21,2024,exoneracao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZScmQwNUVWVFZSTUZWMFRucFJlVkpETURCT2FtY3lURlZLUTFKVVRYUk9SRUpHVVhwRk1rMTZTa1ZSVlVVMFRWUmpNMDU2VlhsTmFsVXdUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5172,,,,,,nao,,,,,,,,,
WASHINGTON LUIZ PEREIRA MATTOS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-21,2024,nomeacao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,para exercer o cargo em comissão de Coordenador,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZScmQwNUVWVFZSTUZWMFRucFJlVkpETURCT2FtY3lURlZLUTFKVVRYUk9SRUpHVVhwRk1rMTZTa1ZSVlVVMFRWUmpNMDU2VlhsTmFsVXdUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5174,exoneracao,2024-05-21,do cargo em comissão de Assessor,,0,sim,2024-05-21,do cargo em comissão de Assessor,,0,sim,nao,,,
WASHINGTON LUIZ PEREIRA MATTOS,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-06-19,2024,exoneracao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxWV1EwNXFRVE5SVlUxMFRucHJkMDlETURCTlZGSkNURlZGTUZGNlZYUk5lbXhDVFdwRk1sSnFZelJSYWtKRFRWUmpNMDU2VlhsTmFsRXhUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-06-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4351,nomeacao,2024-05-21,para exercer o cargo em comissão de Coordenador,,29,nao,,,,,,,,,
WASHINGTON LUIZ PEREIRA MATTOS,4,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-06-19,2024,nomeacao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,para exercer o cargo em comissão de Superintendente,da Superintendência de Obras de Contingência,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxWV1EwNXFRVE5SVlUxMFRucHJkMDlETURCTlZGSkNURlZGTUZGNlZYUk5lbXhDVFdwRk1sSnFZelJSYWtKRFRWUmpNMDU2VlhsTmFsRXhUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-06-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4314,exoneracao,2024-06-19,do cargo em comissão de Assessor,,0,sim,2024-06-19,do cargo em comissão de Assessor,,0,sim,nao,,,
WASHINGTON LUIZ PEREIRA MATTOS,5,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-12-12,2025,exoneracao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,do cargo de Superintendente,da Subsecretaria de Fisca- lização de Obras,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwak5GRnFSVE5PVkZsMFVrUlJNVkY1TURCT01FVXhURlZKZWxGNlkzUlNSRVUxVG1wS1FrNXFSa05OVkVWNlRWUmpNMDU2VlhoTmFtc3lUVUU5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,226,nomeacao,2024-06-19,para exercer o cargo em comissão de Superintendente,da Superintendência de Obras de Contingência,541,nao,,,,,,,,,
WASHINGTON LUIZ PEREIRA MATTOS,6,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-19,2026,nomeacao,WASHINGTON LUIZ PEREIRA MATTOS,WASHINGTON LUIZ PEREIRA MATTOS,sim,WASHINGTON LUIZ:PER,para exercer o cargo em comissão de Ajudante I,da Subsecretaria de Gestão e Fiscalização de Obras,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZWTmVrMTZhekpOVkd0MFRtcGpNRkZUTURCT1ZFRXdURlZKTWsxRVVYUlBSRWsxVW1wWk1FNUVaelZTYTFFeVRWUmpNMDU2VlhkUFZFa3hUbWM5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,1832,exoneracao,2025-12-12,do cargo de Superintendente,da Subsecretaria de Fisca- lização de Obras,97,sim,2025-12-12,do cargo de Superintendente,da Subsecretaria de Fisca- lização de Obras,97,sim,sim,,,
WASHINGTON LUIZ SANANDREZ TEIXEIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-13,2024,exoneracao,WASHINGTON LUIZ SANANDREZ TEIXEIRA,WASHINGTON LUIZ SANANDREZ TEIXEIRA,sim,WASHINGTON LUIZ SANANDREZ TEIXEIRA:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSU1JVNTZXa1ZOVkZGMFVWUlZkMDFUTURCTk1GcEZURlJuZDA5VVdYUk5NRlpHVFZSc1JVNXJSVFJPVlZreFRWUmpNMDU2VlhsTmFsVXlUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5341,,,,,,nao,,,,,,,,,
WASHINGTON LUIZ SANANDREZ TEIXEIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-13,2024,nomeacao,WASHINGTON LUIZ SANANDREZ TEIXEIRA,WASHINGTON LUIZ SANANDREZ TEIXEIRA,sim,WASHINGTON LUIZ SANANDREZ TEIXEIRA:PER,para exercer o cargo em comissão de Coordena￾dor,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSU1JVNTZXa1ZOVkZGMFVWUlZkMDFUTURCTk1GcEZURlJuZDA5VVdYUk5NRlpHVFZSc1JVNXJSVFJPVlZreFRWUmpNMDU2VlhsTmFsVXlUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5370,exoneracao,2024-05-13,do cargo em comissão de Assistente,,0,sim,2024-05-13,do cargo em comissão de Assistente,,0,sim,nao,,,
WASHINGTON LUIZ SANANDREZ TEIXEIRA,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-09-02,2024,exoneracao,WASHINGTON LUIZ SANANDREZ TEIXEIRA,WASHINGTON LUIZ SANANDREZ TEIXEIRA,sim,WASHINGTON LUIZ SANANDREZ TEIXEIRA:PER,do cargo em comissão de Coordenador,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSVmVrOUVXVEJOUlVsMFQxVktSVkpETURCUmVrMTNURlZLUmsxcVFYUlJhbWhDVDBSQ1FrOVVTa1ZTUkdNMFRWUmpNMDU2VlhsTmFrbDNUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-09-02.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,2441,nomeacao,2024-05-13,para exercer o cargo em comissão de Coordena￾dor,do Gabinete do Secretário,112,nao,,,,,,,,,
WASHINGTON LUIZ SANANDREZ TEIXEIRA,4,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-09-02,2024,nomeacao,WASHINGTON LUIZ SANANDREZ TEIXEIRA,WASHINGTON LUIZ SANANDREZ TEIXEIRA,sim,WASHINGTON LUIZ SANANDREZ TEIXEIRA:PER,,do Gabinete do Secretário,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSVmVrOUVXVEJOUlVsMFQxVktSVkpETURCUmVrMTNURlZLUmsxcVFYUlJhbWhDVDBSQ1FrOVVTa1ZTUkdNMFRWUmpNMDU2VlhsTmFrbDNUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-09-02.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,2443,exoneracao,2024-09-02,do cargo em comissão de Coordenador,do Gabinete do Secretário,0,sim,2024-09-02,do cargo em comissão de Coordenador,do Gabinete do Secretário,0,nao,nao,,,
WASHINGTON LUIZ SANTOS DA S I LVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-13,2025,exoneracao,WASHINGTON LUIZ SANTOS DA S I LVA,WASHINGTON LUIZ SANTOS DA S I LVA,sim,WASHINGTON LUIZ:PER,do cargo em comissão de Encarregado II,da Fundação Museu da Imagem e do Som - FMIS,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGxWSk5FMTZaRVJPUkd0MFRucGFSMUZUTURCU2FtZDRURlZKTkU1RVozUk9NRmswVVhwUk1rMVVWa05OYTAxNFRWUmpNMDU2VlhoT2FtTXdUVkU5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7535,,,,,,nao,,,,,,,,,
WEDER BOTELHO DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-01-07,2026,exoneracao,WEDER BOTELHO DA SILVA,WEDER BOTELHO DA SILVA,sim,WEDER BOTELHO DA SILVA:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10Sk5VNVVVa1pPUkdkMFVtdFZNazlUTURCT2EwcEVURlZKZWs1VVNYUlBSR015VW1wc1IwNTZZekJQUkd4SFRWUmpNMDU2VlhoTmFsa3hUV2M5UFE9PQ==,LAKE\RJ\2026\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-01-07.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,4125,,,,,,nao,,,,,,,,,
WELDER JOSE DA SILVA ROCHA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-11-28,2024,nomeacao,WELDER JOSÉ DA SILVA ROCHA,WELDER JOSÉ DA SILVA ROCHA,sim,WELDER JOSÉ DA SILVA ROCHA:PER,para exercer o cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVRCTk0xSlVWa1JOTUZWMFQxVkdRMDVETURCTmFsWkNURlZGZUUxNlFYUlNhMXBFVFhwc1FrNTZiRVpSYTBVeFRWUmpNMDU2VlhoUFJHTjRUMUU5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-28.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,537,,,,,,nao,,,,,,,,,
WELDER JOSE DA SILVA ROCHA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-17,2026,exoneracao,WELDER JOSE DA SILVA ROCHA,WELDER JOSE DA SILVA ROCHA,sim,WELDER JOSE DA SILVA ROCHA:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBWV1JrNVVRa1ZQUlZGMFVsUlNSVTVETURCUFZHUkVURlJyTkU1clJYUlBSVXBEVVhwamVrMTZhelJQUkVaRFRWUmpNMDU2VlhkT2VrRTFUWGM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,651,nomeacao,2024-11-28,para exercer o cargo em comissão de Assessor,,505,nao,,,,,,,,,
WELINGTON BRIGIDO FERREIRA JUNIOR,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-09-27,2024,exoneracao,WELINGTON BRIGIDO FERREIRA JUNIOR,WELINGTON BRIGIDO FERREIRA JUNIOR,sim,WELINGTON BRIGIDO FERREIRA JUNIOR:ORG|Welington:LOC|Ferreira Junior:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSak0xSlZTa05PUkVGMFVtdFpNMUpETURCTlJVNUZURlJvUms0d1ZYUlBSRmwzVFZSQmVrNTZXVFJTVkVWM1RWUmpNMDU2VlhsTmFrVjVUWGM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-09-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1916,,,,,,nao,,,,,,,,,
WELINGTON COUTINHO DE CARVALHO ANDRADE,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-05-05,2025,nomeacao,WELINGTON COUTINHO DE CARVALHO ANDRADE,WELINGTON COUTINHO DE CARVALHO ANDRADE,sim,WELINGTON COUTINHO DE CARVALHO ANDRADE:ORG|Welington Coutinho De Carvalho Andrade:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSWk0xRlVVVFJOZW10MFQxVkpNazE1TURCUmFrWkdURlJzUlUwd1NYUk9SRWt3VVdwc1JrMXJWWHBPZWxsNlRWUmpNMDU2VlhoT2FrVXpUVkU5UFE9PQ==,LAKE\RJ\2025\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-05-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6432,,,,,,nao,,,,,,,,,
WELINGTON COUTINHO DE CARVALHO ANDRADE,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-06-12,2025,exoneracao,WELINGTON COUTINHO DE CARVALHO ANDRADE,WELINGTON COUTINHO DE CARVALHO ANDRADE,sim,WELINGTON COUTINHO DE CARVALHO ANDRADE:ORG|Welington Coutinho De Carvalho Andrade:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wa1JsRlZUa2RSZW1kMFQxUkZNRTE1TURCT1JWcENURlJuTWxKRlNYUlBSR2MwVGxSUk5WRlZXa05TVkdkM1RWUmpNMDU2VlhoT1ZGbDNUbWM5UFE9PQ==,LAKE\RJ\2025\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-06-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5358,nomeacao,2025-05-05,para exercer o cargo em comissão de Assistente II,,38,nao,,,,,,,,,
WELINGTON DIAS FRANCISCO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-10-01,2024,nomeacao,WELINGTON DIAS FRANCISCO,WELINGTON DIAS FRANCISCO,sim,WELINGTON DIAS FRANCISCO:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCUmVVOUVXVE5PYWxGMFRtcFJNazFUTURCT2FrWkdURlZHUkU1NmEzUlNSRVV6VVZWTk5VMUVVVFZOYTFaRlRWUmpNMDU2VlhoUFJHYzFUbmM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1865,,,,,,nao,,,,,,,,,
