nome_normalizado,nome_exemplo,total_atos,total_nomeacoes,total_exoneracoes,total_retornos_apos_exoneracao,primeira_data,ultima_data,cargos_distintos,orgaos_distintos,teve_nomeacao_e_exoneracao,teve_retorno_apos_exoneracao
THAMIRIS MARTINS BOA MORTE DE PAULA,THAMIRIS MARTINS BOA MORTE DE PAULA,1,1,0,0,2025-02-12,2025-02-12,1,0,nao,nao
THAMIRIS MORAES RODRIGUES DE LIRA,THAMIRIS MORAES RODRIGUES DE LIRA,2,1,1,0,2026-01-22,2026-04-17,2,0,sim,nao
THAMIRIS REGINA BARBOSA DA SILVA CRUZ,THAMIRIS REGINA BARBOSA DA SILVA CRUZ,2,1,1,0,2024-07-09,2025-01-13,2,1,sim,nao
THAMIRIS RIBEIRO MANHAES,THAMIRIS RIBEIRO MANHÃES,2,1,1,0,2021-06-18,2023-02-27,1,1,sim,nao
THAMIRIS SALES DE AZEVEDO DE LIMA,THAMIRIS SALES DE AZEVEDO DE LIMA,1,1,0,0,2025-09-22,2025-09-22,1,1,nao,nao
THAMIRYS CRISTINA SOUZA SILVA,THAMIRYS CRISTINA SOUZA SILVA,3,1,2,0,2021-03-05,2025-07-03,2,1,sim,nao
THAMYRES DE SOUZA RODRIGUES,THAMYRES DE SOUZA RODRIGUES,1,1,0,0,2024-01-23,2024-01-23,1,0,nao,nao
THAMYRES MONTEIRO SOARES DA CUNHA AQUILERA,THAMYRES MONTEIRO SOARES DA CUNHA AQUÍLERA,1,1,0,0,2025-02-14,2025-02-14,1,1,nao,nao
THAMYRES RICHTER DELFINO,THAMYRES RICHTER DELFINO,1,1,0,0,2025-10-03,2025-10-03,0,1,nao,nao
THAMYRES SANTOS DE ANDRADE,THAMYRES SANTOS DE ANDRADE,4,2,2,2,2023-03-22,2025-08-01,2,1,sim,sim
THAMYRIS MOTA SEBASTIANY,THAMYRIS MOTA SEBASTIANY,1,1,0,0,2025-11-04,2025-11-04,0,1,nao,nao
THASSIA HEBECA DA COSTA ELIAS,THASSIA HEBECA DA COSTA ELIAS,1,0,1,0,2022-07-15,2022-07-15,1,0,nao,nao
THATIANA BITTENCOURT RIBEIRO FIDALGO,THATIANA BITTENCOURT RIBEIRO FIDALGO,2,1,1,1,2023-04-14,2023-04-14,2,2,sim,sim
THATIANA GOMES DIAS,THATIANA GOMES DIAS,1,0,1,0,2024-11-04,2024-11-04,1,1,nao,nao
THATIANA MALLET LARIO,THATIANA MALLET LARIO,2,1,1,0,2021-10-19,2022-02-15,1,2,sim,nao
THATIANE BASSON MEIRA RODRIGUES,THATIANE BASSON MEIRA RODRIGUES,1,0,1,0,2021-10-29,2021-10-29,1,1,nao,nao
THATIANE FREITAS BRASILIO DE ARAUJO,THATIANE FREITAS BRASÍLIO DE ARAÚJO,2,1,1,0,2022-09-22,2023-05-16,2,0,sim,nao
THATIANE GOMES DE OLIVEIRA DOS SANTOS,THATIANE GOMES DE OLIVEIRA DOS SANTOS,4,2,2,1,2021-06-01,2026-04-20,3,3,sim,sim
THATYANE DA FONSECA SALGADO,THATYANE DA FONSECA SALGADO,1,1,0,0,2026-03-18,2026-03-18,1,1,nao,nao
THAUA FERREIRA DOS SANTOS,THAUÃ FERREIRA DOS SANTOS,1,0,1,0,2023-01-09,2023-01-09,1,0,nao,nao
THAUAN LUCENA DOS SANTOS,THAUAN LUCENA DOS SANTOS,2,2,0,0,2025-10-21,2026-02-20,2,1,nao,nao
THAYANE ALVES FRANCO DE SOUZA,THAYANE ALVES FRANCO DE SOUZA,3,2,1,0,2023-04-11,2024-10-02,2,1,sim,nao
THAYANE ATAIDE FERRAZ SARGES,THAYANE ATAIDE FERRAZ SARGES,3,1,2,1,2025-04-08,2025-05-07,2,0,sim,sim
THAYANE BARBOSA ARCANJO,THAYANE BARBOSA ARCANJO,1,0,1,0,2021-02-19,2021-02-19,1,1,nao,nao
THAYANE CARDOSO BARBOSA,THAYANE CARDOSO BARBOSA,1,1,0,0,2023-03-15,2023-03-15,1,1,nao,nao
THAYANE CHAGAS GONCALVES MATHIAS,THAYANE CHAGAS GONÇALVES MATHIAS,2,1,1,0,2023-06-01,2025-11-03,2,1,sim,nao
THAYANE DE SOUZA MAIA,THAYANE DE SOUZA MAIA,2,1,1,0,2025-03-17,2025-09-01,2,0,sim,nao
THAYANE DE SOUZA SILVA,THAYANE DE SOUZA SILVA,2,1,1,0,2022-07-01,2022-09-01,1,0,sim,nao
THAYANE DO COUTO FIGUEIRA,THAYANE DO COUTO FIGUEIRA,4,1,3,1,2024-09-02,2025-10-06,2,0,sim,sim
THAYANE MILHOMEM DA COSTA NEVES,THAYANE MILHOMEM DA COSTA NEVES,2,2,0,0,2025-02-03,2025-08-01,0,0,nao,nao
THAYANE NOGUEIRA ALVES,THAYANE NOGUEIRA ALVES,4,2,2,1,2025-07-14,2026-04-17,2,1,sim,sim
THAYLANE ANDRADE DO VALLE CORREA,THAYLANE ANDRADE DO VALLE CORREA,2,1,1,0,2025-09-22,2026-04-29,2,2,sim,nao
THAYLANE CAVALCANTI,THAYLANE CAVALCANTI,1,1,0,0,2022-01-17,2022-01-17,0,1,nao,nao
THAYNA BAPTISTA JORGE,THAYNA BAPTISTA JORGE,2,1,1,0,2021-09-15,2022-08-31,2,1,sim,nao
THAYNA CORDEIRO DA COSTA,THAYNÁ CORDEIRO DA COSTA,1,1,0,0,2024-04-19,2024-04-19,0,0,nao,nao
THAYNA DOS SANTOS SILVA,THAYNA DOS SANTOS SILVA,1,0,1,0,2021-11-03,2021-11-03,1,1,nao,nao
THAYNA IZABEL VIDALETE BEZERRA,THAYNA IZABEL VIDALETE BEZERRA,1,1,0,0,2024-04-10,2024-04-10,1,1,nao,nao
THAYNA MARQUES DA SILVA,THAYNA MARQUÊS DA SILVA,1,0,1,0,2021-11-22,2021-11-22,1,1,nao,nao
THAYNA RAMOS MOREIRA DA SILVA,THAYNA RAMOS MOREIRA DA SILVA,2,2,0,0,2025-04-28,2026-03-20,1,2,nao,nao
THAYNARA KARLA SANTOS DO NASCIMENTO,THAYNARA KARLA SANTOS DO NASCIMENTO,1,0,1,0,2024-07-08,2024-07-08,1,0,nao,nao
THAYNARA ROBERTA OLIVEIRA DOS SANTOS,THAYNARA ROBERTA OLIVEIRA DOS SANTOS,5,2,3,1,2023-03-01,2026-03-13,3,0,sim,sim
THAYNARA VIEIRA VILELA,THAYNARA VIEIRA VILELA,3,2,1,0,2021-02-25,2023-04-27,1,2,sim,nao
THAYNARA VITORIA MACHADO GOMES,THAYNARA VITORIA MACHADO GOMES,3,2,1,1,2022-01-26,2025-04-29,2,3,sim,sim
THAYRONI FLAUSINO MACHADO,THAYRONI FLAUSINO MACHADO,1,0,1,0,2021-05-20,2021-05-20,1,0,nao,nao
THAYS ANDREA ALVES RAMOS,THAYS ANDREA ALVES RAMOS,3,2,1,0,2023-09-12,2024-09-27,1,0,sim,nao
THAYS ARAUJO DA SILVA,THAYS ARAUJO DA SILVA,2,2,0,0,2024-01-08,2024-03-11,1,2,nao,nao
THAYS MAGALHAES BASTOS E SILVA,THAYS MAGALHÃES BASTOS E SILVA,1,0,1,0,2020-12-18,2020-12-18,1,0,nao,nao
THAYS PASSOS BRANDAO,THAYS PASSOS BRANDÃO,1,0,1,0,2025-07-14,2025-07-14,1,1,nao,nao
THAYS PURCINO PEREIRA,THAYS PURCINO PEREIRA,4,2,2,1,2024-08-06,2025-10-15,3,3,sim,sim
THAYS RODRIGUES ALVES,THAYS RODRIGUES ALVES,4,2,2,2,2021-09-03,2025-11-17,3,2,sim,sim
THAYS SABRINE ROSA OLIVEIRA CAVADAS,THAYS SABRINE ROSA OLIVEIRA CAVADAS,5,3,2,2,2021-02-23,2024-01-23,3,4,sim,sim
THAYS TERRA FERREIRA,THAYS TERRA FERREIRA,5,2,3,2,2020-12-08,2022-03-28,4,2,sim,sim
THAYSA CARVALHO FORTES,THAYSA CARVALHO FORTES,2,1,1,0,2025-04-01,2025-09-01,1,0,sim,nao
THAYSA CHRISTINE ROCHA DA SILVA,THAYSA CHRISTINE ROCHA DA SILVA,2,1,1,1,2021-09-23,2021-09-23,1,1,sim,sim
THAYSA MIRANDA FEIJO DE MENDONCA,THAYSA MIRANDA FEIJÓ DE MENDONÇA,3,2,1,0,2020-11-12,2025-09-04,1,2,sim,nao
THAYSE CRIZOSTOMO DA SILVA,THAYSE CRIZOSTOMO DA SILVA,1,1,0,0,2025-01-09,2025-01-09,0,0,nao,nao
THAYSE MOUTINHO COSTA,THAYSE MOUTINHO COSTA,1,0,1,0,2021-10-01,2021-10-01,1,1,nao,nao
THAYSSA DO PRADO ALMEIDA,THAYSSA DO PRADO ALMEIDA,2,1,1,0,2023-05-05,2024-02-05,1,0,sim,nao
THAYSSA MARTINS CARVALHAES,THAYSSA MARTINS CARVALHAES,1,1,0,0,2025-10-03,2025-10-03,1,1,nao,nao
THAYUAN DE ABREU LOPES LEIRAS,THAYUAN DE ABREU LOPES LEIRAS,2,1,1,0,2023-11-23,2024-02-21,1,0,sim,nao
THELMA LOPES CARLOS GARDAIR,THELMA LOPES CARLOS GARDAIR,1,1,0,0,2026-03-10,2026-03-10,1,1,nao,nao
THELMA REGINA ALBUQUERQUE SANTOS DA SILVA,THELMA REGINA ALBUQUERQUE SANTOS DA SILVA,5,2,3,2,2020-10-13,2023-01-25,4,3,sim,sim
THEO SILVEIRA DA SILVA,THEO SILVEIRA DA SILVA,2,1,1,0,2025-01-27,2025-02-17,2,0,sim,nao
THEO TEIXEIRA FRANCA,THEO TEIXEIRA FRANCA,1,1,0,0,2026-03-04,2026-03-04,0,0,nao,nao
THEOU SILVA DA CUNHA,THEOU SILVA DA CUNHA,2,1,1,0,2021-02-24,2021-08-11,1,0,sim,nao
THERCIO HENRIQUE RANGEL RODRIGUES,THERCIO HENRIQUE RANGEL RODRIGUES,4,2,2,1,2021-01-28,2021-08-20,2,3,sim,sim
THEREZINHA COELHO DE SOUZA,THEREZINHA COELHO DE SOUZA,1,0,1,0,2024-11-07,2024-11-07,1,1,nao,nao
THERLEY JUNIOR NEVES FAGUNDES,THERLEY JÚNIOR NEVES FAGUNDES,2,0,2,0,2020-10-28,2023-09-21,1,2,nao,nao
THIAGO ALMEIDA,THIAGO ALMEIDA,1,1,0,0,2022-03-04,2022-03-04,0,1,nao,nao
THIAGO ALMEIDA DA FONSECA RUBIM,THIAGO ALMEIDA DA FONSECA RUBIM,1,0,1,0,2022-08-30,2022-08-30,1,1,nao,nao
THIAGO ALMEIDA GOMES,THIAGO ALMEIDA GOMES,2,1,1,1,2025-03-19,2025-03-19,2,2,sim,sim
THIAGO ALVES DA SILVA,THIAGO ALVES DA SILVA,1,1,0,0,2024-07-15,2024-07-15,1,1,nao,nao
THIAGO ALVES DE OLIVEIRA,THIAGO ALVES DE OLIVEIRA,1,0,1,0,2020-10-15,2020-10-15,1,1,nao,nao
THIAGO ALVES MODESTO,THIAGO ALVES MODESTO,1,0,1,0,2022-06-21,2022-06-21,1,1,nao,nao
THIAGO APARECIDO GARCIA FALHEIROS DA COSTA,THIAGO APARECIDO GARCIA FALHEIROS DA COSTA,1,0,1,0,2024-01-10,2024-01-10,1,1,nao,nao
THIAGO AUGUSTO SOARES,THIAGO AUGUSTO SOARES,1,1,0,0,2020-10-15,2020-10-15,0,0,nao,nao
THIAGO AZEVEDO FERREIRA DE SOUZA,THIAGO AZEVEDO FERREIRA DE SOUZA,4,2,2,1,2021-06-10,2025-09-08,3,1,sim,sim
THIAGO BARROS DA ROCHA LIMA,THIAGO BARROS DA ROCHA LIMA,2,1,1,1,2024-10-25,2024-10-25,2,2,sim,sim
THIAGO BARROZO CABRAL,THIAGO BARROZO CABRAL,3,2,1,1,2023-01-25,2025-07-29,3,3,sim,sim
THIAGO BASTOS DE FARIA MANCEBO,THIAGO BASTOS DE FARIA MANCEBO,1,1,0,0,2024-05-13,2024-05-13,1,1,nao,nao
THIAGO BERNARDO FERREIRA,THIAGO BERNARDO FERREIRA,2,1,1,0,2024-08-26,2024-10-16,2,1,sim,nao
THIAGO BERNARDO RODRIGUES RIBEIRO,THIAGO BERNARDO RODRIGUES RIBEIRO,1,0,1,0,2024-04-19,2024-04-19,1,0,nao,nao
THIAGO BRAGA FLORINDO,THIAGO BRAGA FLORINDO,1,1,0,0,2021-07-01,2021-07-01,0,0,nao,nao
THIAGO CARDOSO RIBEIRO,THIAGO CARDOSO RIBEIRO,3,1,2,1,2022-03-09,2025-08-13,2,2,sim,sim
THIAGO CARVALHO DA SILVA,THIAGO CARVALHO DA SILVA,1,0,1,0,2021-10-07,2021-10-07,1,1,nao,nao
THIAGO CAVALCANTI BARROS GONCALVES,THIAGO CAVALCANTI BARROS GONÇALVES,3,2,1,0,2025-01-21,2026-04-17,3,1,sim,nao
THIAGO COELHO BIZZO,THIAGO COELHO BIZZO,1,1,0,0,2025-08-29,2025-08-29,1,1,nao,nao
THIAGO COUTO LEMOS,THIAGO COUTO LEMOS,1,1,0,0,2025-03-11,2025-03-11,0,0,nao,nao
THIAGO COUTO PAZ DA SILVA,THIAGO COUTO PAZ DA SILVA,1,1,0,0,2021-01-14,2021-01-14,0,1,nao,nao
THIAGO DA SILVA COUTO,THIAGO DA SILVA COUTO,4,2,2,2,2021-03-02,2026-03-17,2,2,sim,sim
THIAGO DA SILVA DANTAS,THIAGO DA SILVA DANTAS,1,0,1,0,2020-12-22,2020-12-22,1,1,nao,nao
THIAGO DA SILVA MISSEL,THIAGO DA SILVA MISSEL,2,2,0,0,2026-02-26,2026-02-27,1,0,nao,nao
THIAGO DA SILVA QUINTO,THIAGO DA SILVA QUINTO,3,1,2,1,2020-10-29,2026-03-27,3,1,sim,sim
THIAGO DAMASCENO LIBERAL,THIAGO DAMASCENO LIBERAL,1,1,0,0,2024-04-29,2024-04-29,1,1,nao,nao
THIAGO DAVID FERNANDES DA CUNHA,THIAGO DAVID FERNANDES DA CUNHA,1,1,0,0,2023-11-06,2023-11-06,1,1,nao,nao
THIAGO DE CARVALHO SANTANA,THIAGO DE CARVALHO SANTANA,3,2,1,1,2023-12-06,2024-02-29,3,2,sim,sim
THIAGO DE CASTRO MARTINS,THIAGO DE CASTRO MARTINS,2,1,1,0,2021-09-15,2023-01-09,2,0,sim,nao
THIAGO DE GOUVEA GONCALVES,THIAGO DE GOUVÊA GONÇALVES,3,1,2,0,2023-03-14,2024-10-24,2,1,sim,nao
THIAGO DE LIMA FERREIRA,THIAGO DE LIMA FERREIRA,2,1,1,0,2022-02-23,2023-08-09,1,2,sim,nao
THIAGO DE LIMA SILVA,THIAGO DE LIMA SILVA,4,2,2,1,2021-07-12,2024-09-04,3,1,sim,sim
THIAGO DE MENDONCA LOPES,THIAGO DE MENDONÇA LOPES,1,0,1,0,2021-02-05,2021-02-05,1,1,nao,nao
THIAGO DE OLIVEIRA CERQUEIRA,THIAGO DE OLIVEIRA CERQUEIRA,15,7,8,7,2021-01-11,2026-03-13,4,4,sim,sim
THIAGO DE OLIVEIRA FERNANDES,THIAGO DE OLIVEIRA FERNANDES,1,1,0,0,2026-02-03,2026-02-03,0,1,nao,nao
THIAGO DE OLIVEIRA FERREIRA,THIAGO DE OLIVEIRA FERREIRA,1,1,0,0,2021-05-31,2021-05-31,1,1,nao,nao
THIAGO DE OLIVEIRA VIEIRA DOS SANTOS,THIAGO DE OLIVEIRA VIEIRA DOS SANTOS,5,2,3,2,2020-12-15,2026-02-23,3,1,sim,sim
THIAGO DE OLIVEIRA XAVIER ROCHA,THIAGO DE OLIVEIRA XAVIER ROCHA,4,2,2,1,2021-02-22,2023-03-13,1,0,sim,sim
THIAGO DE SOUZA PEREIRA,THIAGO DE SOUZA PEREIRA,1,1,0,0,2021-07-01,2021-07-01,0,0,nao,nao
THIAGO DE SOUZA RODRIGUES,THIAGO DE SOUZA RODRIGUES,1,1,0,0,2021-01-08,2021-01-08,0,0,nao,nao
THIAGO DE VASCONCELOS BRITES,THIAGO DE VASCONCELOS BRITES,1,0,1,0,2025-01-14,2025-01-14,1,0,nao,nao
THIAGO DINIZ DE CARVALHO,THIAGO DINIZ DE CARVALHO,1,0,1,0,2021-08-16,2021-08-16,1,1,nao,nao
THIAGO DOMINGUES DA CONCEICAO,THIAGO DOMINGUES DA CONCEIÇÃO,4,2,2,1,2025-01-08,2026-02-11,2,0,sim,sim
THIAGO DUARTE DA SILVA,THIAGO DUARTE DA SILVA,2,1,1,0,2020-11-03,2023-05-15,1,1,sim,nao
THIAGO DUARTE DE SOUSA,THIAGO DUARTE DE SOUSA,4,2,2,1,2022-07-25,2023-08-23,2,2,sim,sim
THIAGO FARIA RODRIGUES PEIXOTO,THIAGO FARIA RODRIGUES PEIXOTO,4,2,2,2,2023-01-09,2024-10-09,4,2,sim,sim
THIAGO FARIAS DIAS,THIAGO FARIAS DIAS,1,0,1,0,2022-04-06,2022-04-06,1,1,nao,nao
THIAGO FELIPE DA SILVA PINTO,THIAGO FELIPE DA SILVA PINTO,1,1,0,0,2021-04-13,2021-04-13,0,1,nao,nao
THIAGO FERNANDES GONCALVES,THIAGO FERNANDES GONÇALVES,2,1,1,0,2023-11-01,2024-10-25,2,1,sim,nao
THIAGO FERREIRA DA SILVA CANDOZO,THIAGO FERREIRA DA SILVA CANDOZO,1,1,0,0,2026-04-14,2026-04-14,1,1,nao,nao
THIAGO FIGUEIREDO RODRIGUES,THIAGO FIGUEIREDO RODRIGUES,2,1,1,1,2023-08-02,2023-08-02,1,1,sim,sim
THIAGO FONSECA E SILVA,THIAGO FONSECA E SILVA,4,2,2,1,2021-01-25,2026-03-16,2,2,sim,sim
THIAGO GARCIA CERQUEIRA SALIM,THIAGO GARCIA CERQUEIRA SALIM,1,0,1,0,2021-02-22,2021-02-22,1,0,nao,nao
THIAGO GASPAR DO LIVRAMENTO,THIAGO GASPAR DO LIVRAMENTO,4,2,2,2,2022-06-01,2022-09-26,2,1,sim,sim
THIAGO GENIZELLI DE MELLO,THIAGO GENIZELLI DE MELLO,1,0,1,0,2020-12-16,2020-12-16,1,1,nao,nao
THIAGO GOMES ANDRADE,THIAGO GOMES ANDRADE,1,0,1,0,2023-02-09,2023-02-09,1,0,nao,nao
THIAGO GOMES PEREIRA,THIAGO GOMES PEREIRA,2,1,1,0,2024-01-12,2024-04-29,1,2,sim,nao
THIAGO GONCALVES PEREIRA,THIAGO GONÇALVES PEREIRA,9,4,5,4,2021-03-02,2026-05-05,7,3,sim,sim
THIAGO GUEDES FRANCISCO DA SILVA,THIAGO GUEDES FRANCISCO DA SILVA,2,1,1,0,2024-12-19,2026-04-17,2,1,sim,nao
THIAGO HENRIQUE CANTANHEDE GONCALVES DIOGO,THIAGO HENRIQUE CANTANHEDE GONÇALVES DIOGO,1,0,1,0,2023-04-25,2023-04-25,1,1,nao,nao
THIAGO HENRIQUE SILVA E SILVA,THIAGO HENRIQUE SILVA E SILVA,2,1,1,0,2020-11-09,2026-01-23,1,1,sim,nao
THIAGO HENRIQUE ZAMPIERI PEREIRA,THIAGO HENRIQUE ZAMPIERI PEREIRA,1,1,0,0,2025-11-14,2025-11-14,0,1,nao,nao
THIAGO HONORATO SALDANHA,THIAGO HONORATO SALDANHA,2,1,1,1,2024-09-16,2025-10-16,1,0,sim,sim
THIAGO JERKE DA SILVA,THIAGO JERKE DA SILVA,3,2,1,1,2022-05-31,2024-09-18,1,2,sim,sim
THIAGO LEITE SENRA DE VASCONCELOS,THIAGO LEITE SENRA DE VASCONCELOS,1,1,0,0,2023-01-12,2023-01-12,0,1,nao,nao
THIAGO LEMOS ALVES LOPES,THIAGO LEMOS ALVES LOPES,1,0,1,0,2021-07-07,2021-07-07,1,1,nao,nao
THIAGO LUIZ,THIAGO LUIZ,1,1,0,0,2021-02-03,2021-02-03,0,0,nao,nao
THIAGO LUIZ ARAUJO QUEIROZ,THIAGO LUIZ ARAUJO QUEIROZ,1,1,0,0,2026-03-16,2026-03-16,1,1,nao,nao
THIAGO LUIZ DA SILVA ROCHA,THIAGO LUIZ DA SILVA ROCHA,5,2,3,2,2022-03-29,2023-03-21,2,1,sim,sim
THIAGO MAGALHAES DE AZEVEDO,THIAGO MAGALHÃES DE AZEVEDO,1,1,0,0,2022-02-23,2022-02-23,1,0,nao,nao
THIAGO MANOEL DE OLIVEIRA MENDES,THIAGO MANOEL DE OLIVEIRA MENDES,1,1,0,0,2021-03-18,2021-03-18,0,1,nao,nao
THIAGO MANUEL MACHADO VIANA DE MATTOS,THIAGO MANUEL MACHADO VIANA DE MATTOS,2,1,1,0,2023-09-20,2024-06-20,2,1,sim,nao
THIAGO MARLLON TAVARES MACILON,THIAGO MARLLON TAVARES MACILON,4,2,2,1,2023-12-27,2024-05-22,4,3,sim,sim
THIAGO MARQUES LOPES ROCHA,THIAGO MARQUES LOPES ROCHA,3,1,2,0,2023-11-23,2024-12-05,2,2,sim,nao
THIAGO MARQUES PEDRO DE SOUZA,THIAGO MARQUES PEDRO DE SOUZA,2,1,1,0,2025-10-01,2026-01-23,1,2,sim,nao
THIAGO MEDEIROS,THIAGO MEDEIROS,1,1,0,0,2021-10-19,2021-10-19,1,1,nao,nao
THIAGO MEDEIROS DA SILVA,THIAGO MEDEIROS DA SILVA,5,3,2,3,2024-04-24,2026-02-19,4,2,sim,sim
THIAGO MENDONCA DA SILVA,THIAGO MENDONÇA DA SILVA,1,0,1,0,2023-03-07,2023-03-07,1,1,nao,nao
THIAGO MICHELINI BARBOSA,THIAGO MICHELINI BARBOSA,1,1,0,0,2025-10-01,2025-10-01,0,0,nao,nao
THIAGO MOREIRA GUILHERME DE OLIVEIRA SOARES,THIAGO MOREIRA GUILHERME DE OLIVEIRA SOARES,1,1,0,0,2022-05-06,2022-05-06,1,0,nao,nao
THIAGO MUNIZ BARBOSA,THIAGO MUNIZ BARBOSA,2,1,1,0,2023-05-18,2023-12-11,2,2,sim,nao
THIAGO MUNIZ BRAGA,THIAGO MUNIZ BRAGA,1,0,1,0,2021-01-18,2021-01-18,1,1,nao,nao
THIAGO MUNIZ CORDEIRO DE ALMEIDA,THIAGO MUNIZ CORDEIRO DE ALMEIDA,2,1,1,0,2023-10-17,2025-06-02,1,1,sim,nao
THIAGO NABHAN TIMBO,THIAGO NABHAN TIMBO,5,2,3,1,2023-08-14,2026-01-09,2,1,sim,sim
THIAGO NASCIMENTO VARGAS,THIAGO NASCIMENTO VARGAS,6,3,3,3,2021-05-24,2025-10-10,5,6,sim,sim
THIAGO NUNES,THIAGO NUNES,1,1,0,0,2021-07-15,2021-07-15,1,0,nao,nao
THIAGO NUNES DE OLIVEIRA,THIAGO NUNES DE OLIVEIRA,1,0,1,0,2023-08-25,2023-08-25,1,1,nao,nao
THIAGO NUNES MAXIMIANO,THIAGO NUNES MAXIMIANO,2,1,1,1,2022-02-17,2022-11-08,1,0,sim,sim
THIAGO PEREIRA CASTRO,THIAGO PEREIRA CASTRO,1,1,0,0,2022-08-23,2022-08-23,1,1,nao,nao
THIAGO PEREIRA DA COSTA,THIAGO PEREIRA DA COSTA,2,2,0,0,2021-05-25,2021-11-23,0,1,nao,nao
THIAGO PEREIRA LIMA,THIAGO PEREIRA LIMA,2,1,1,0,2021-07-06,2021-09-15,1,0,sim,nao
THIAGO PINTO PEREIRA COSTA,THIAGO PINTO PEREIRA COSTA,1,0,1,0,2020-10-13,2020-10-13,1,1,nao,nao
THIAGO PORTES VIEIRA DE SOUZA,THIAGO PORTES VIEIRA DE SOUZA,1,1,0,0,2021-11-18,2021-11-18,1,0,nao,nao
THIAGO RAIMUNDO BORGES DE JESUS,THIAGO RAIMUNDO BORGES DE JESUS,1,0,1,0,2021-09-13,2021-09-13,1,0,nao,nao
THIAGO RAMOS CUNHA PINHEIRO,THIAGO RAMOS CUNHA PINHEIRO,1,1,0,0,2024-01-18,2024-01-18,0,0,nao,nao
THIAGO REZENDE DE LIMA,THIAGO REZENDE DE LIMA,2,1,1,0,2026-03-13,2026-04-28,2,0,sim,nao
THIAGO REZENDE LIMA DO CARMO,THIAGO REZENDE LIMA DO CARMO,1,0,1,0,2021-01-12,2021-01-12,1,1,nao,nao
THIAGO RIBEIRO DE MORAES,THIAGO RIBEIRO DE MORAES,6,4,2,3,2023-10-31,2024-05-03,6,4,sim,sim
THIAGO RIBEIRO DE PAULA,THIAGO RIBEIRO DE PAULA,1,0,1,0,2021-08-31,2021-08-31,1,1,nao,nao
THIAGO RIBEIRO DE PAULA JUNIOR,THIAGO RIBEIRO DE PAULA JUNIOR,2,1,1,0,2025-11-06,2026-04-28,2,1,sim,nao
THIAGO RIBEIRO FREIRE,THIAGO RIBEIRO FREIRE,2,1,1,0,2025-10-22,2026-02-11,2,2,sim,nao
THIAGO RIBEIRO PROTENCIO,THIAGO RIBEIRO PROTENCIO,1,1,0,0,2025-06-05,2025-06-05,0,0,nao,nao
THIAGO RIBEIRO SOUSA,THIAGO RIBEIRO SOUSA,2,1,1,0,2023-12-04,2025-03-27,2,0,sim,nao
THIAGO RODRIGO REIS MOTA CABRAL,THIAGO RODRIGO REIS MOTA CABRAL,1,1,0,0,2023-01-25,2023-01-25,0,1,nao,nao
THIAGO RODRIGUES DA GAMA,THIAGO RODRIGUES DA GAMA,2,1,1,0,2026-02-02,2026-04-28,2,0,sim,nao
THIAGO RODRIGUES DA SILVA,THIAGO RODRIGUES DA SILVA,1,0,1,0,2025-06-04,2025-06-04,1,0,nao,nao
THIAGO RODRIGUES DA SILVA MUNIZ,THIAGO RODRIGUES DA SILVA MUNIZ,1,1,0,0,2021-07-08,2021-07-08,1,0,nao,nao
THIAGO RODRIGUES FERREIRA,THIAGO RODRIGUES FERREIRA,1,1,0,0,2024-07-05,2024-07-05,1,1,nao,nao
THIAGO RODRIGUES LIRA,THIAGO RODRIGUES LIRA,1,1,0,0,2024-03-20,2024-03-20,1,1,nao,nao
THIAGO RODRIGUES MEIGA BRAZ,THIAGO RODRIGUES MEIGA BRAZ,2,1,1,1,2024-05-06,2024-05-06,1,1,sim,sim
THIAGO SANTOS BROMOLD,THIAGO SANTOS BROMOLD,2,1,1,0,2020-11-11,2022-03-09,2,0,sim,nao
THIAGO SANTOS MEDEIROS,THIAGO SANTOS MEDEIROS,1,1,0,0,2024-02-26,2024-02-26,0,1,nao,nao
THIAGO SANTOS TOLENTINO NEVES,THIAGO SANTOS TOLENTINO NEVES,1,1,0,0,2023-08-08,2023-08-08,1,1,nao,nao
THIAGO SILVA CID DO NASCIMENTO,THIAGO SILVA CID DO NASCIMENTO,2,1,1,0,2024-11-01,2024-11-04,1,0,sim,nao
THIAGO SILVA DE LIMA,THIAGO SILVA DE LIMA,2,1,1,0,2022-06-01,2022-11-16,1,1,sim,nao
THIAGO SILVA DE OLIVEIRA,THIAGO SILVA DE OLIVEIRA,1,0,1,0,2021-01-12,2021-01-12,1,1,nao,nao
THIAGO SILVA NUNES,THIAGO SILVA NUNES,1,0,1,0,2020-11-30,2020-11-30,1,1,nao,nao
THIAGO SOARES RODRIGUES,THIAGO SOARES RODRIGUES,2,1,1,0,2023-08-31,2025-08-22,2,2,sim,nao
THIAGO SOUZA CARVALHO,THIAGO SOUZA CARVALHO,2,1,1,0,2022-08-03,2023-04-17,1,2,sim,nao
THIAGO TAVARES DE ALMEIDA SOARES,THIAGO TAVARES DE ALMEIDA SOARES,7,4,3,3,2025-09-01,2026-03-12,5,4,sim,sim
THIAGO UANDERSON FERNANDES DE LIMA,THIAGO UANDERSON FERNANDES DE LIMA,3,2,1,1,2023-03-22,2023-06-16,3,2,sim,sim
THIAGO VALERIO DA SILVA,THIAGO VALÉRIO DA SILVA,2,1,1,0,2021-02-04,2021-06-08,2,1,sim,nao
